ts	s	trisk	nrisk
8.329999924	0.916000009		
8.399999619	0.911000013		
8.460000038	0.907000005		
8.520000458	0.903999984		
8.590000153	0.899999976		
8.649999619	0.898999989		
8.710000038	0.897000015		
8.779999733	0.893999994		
8.840000153	0.887000024		
8.899999619	0.88499999		
8.970000267	0.882000029		
9.029999733	0.876999974		
9.090000153	0.873000026		
9.159999847	0.870000005		
9.220000267	0.870000005		
9.279999733	0.866999984		
9.350000381	0.862999976		
9.409999847	0.860000014		
9.470000267	0.85799998		
9.539999962	0.85799998		
9.600000381	0.85799998		
9.659999847	0.856000006		
9.729999542	0.855000019		
9.789999962	0.855000019		
9.850000381	0.855000019		
9.920000076	0.852999985		
9.979999542	0.851000011		
10	0.851000011		
10.10000038	0.851000011		
10.19999981	0.848999977		
10.19999981	0.848999977		
10.30000019	0.84799999		
10.39999962	0.847000003		
10.39999962	0.847000003		
10.5	0.843999982		
10.5	0.843999982		
10.60000038	0.841000021		
10.69999981	0.840499997		
10.69999981	0.840499997		
10.80000019	0.838		
10.89999962	0.832499981		
10.89999962	0.832499981		
11	0.828000009		
11.10000038	0.825999975		
11.10000038	0.825999975		
11.19999981	0.824000001		
11.19999981	0.824000001		
11.30000019	0.823000014		
11.39999962	0.82099998		
11.39999962	0.82099998		
11.5	0.819000006		
11.60000038	0.818000019		
11.60000038	0.818000019		
11.69999981	0.818000019		
11.80000019	0.814999998		
11.80000019	0.814999998		
11.89999962	0.813500047		
11.89999962	0.813500047		
12	0.81099999		
12.10000038	0.807999969		
12.10000038	0.807999969		
12.19999981	0.80400002		
12.30000019	0.801500022		
12.30000019	0.801500022		
12.39999962	0.794499993		
12.39999962	0.794499993		
12.5	0.788999975		
12.60000038	0.779500008		
12.60000038	0.779500008		
12.69999981	0.773999989		
12.80000019	0.766000032		
12.80000019	0.766000032		
12.89999962	0.757000029		
13	0.752499998		
13	0.752499998		
13.10000038	0.74000001		
13.10000038	0.74000001		
13.19999981	0.735000014		
13.30000019	0.730499983		
13.30000019	0.730499983		
13.39999962	0.727999985		
13.5	0.723999977		
13.5	0.723999977		
13.60000038	0.720499992		
13.60000038	0.720499992		
13.69999981	0.720000029		
13.80000019	0.717999995		
13.80000019	0.717999995		
13.89999962	0.714999974		
14	0.713		
14	0.713		
14.10000038	0.711000025		
14.19999981	0.708999991		
14.19999981	0.708999991		
14.30000019	0.708500028		
14.30000019	0.708500028		
14.39999962	0.70599997		
14.5	0.70449996		
14.5	0.70449996		
14.60000038	0.700999975		
14.69999981	0.698000014		
14.69999981	0.698000014		
14.80000019	0.69599998		
14.89999962	0.692000031		
14.89999962	0.692000031		
15	0.68599999		
15	0.68599999		
15.10000038	0.684000015		
15.19999981	0.682999969		
15.19999981	0.682999969		
15.30000019	0.67900002		
15.39999962	0.676499963		
15.39999962	0.676499963		
15.5	0.67050004		
15.5	0.67050004		
15.60000038	0.666999996		
15.69999981	0.664999962		
15.69999981	0.664999962		
15.80000019	0.662		
15.89999962	0.661499977		
15.89999962	0.661499977		
16	0.658999979		
16.10000038	0.654500008		
16.10000038	0.654500008		
16.20000076	0.648499966		
16.20000076	0.648499966		
16.29999924	0.643999994		
16.39999962	0.641000032		
16.39999962	0.641000032		
16.5	0.638999999		
16.60000038	0.638000011		
16.60000038	0.638000011		
16.70000076	0.63499999		
16.79999924	0.634000003		
16.79999924	0.634000003		
16.89999962	0.627499998		
16.89999962	0.627499998		
17	0.617999971		
17.10000038	0.61650002		
17.10000038	0.61650002		
17.20000076	0.610000014		
17.29999924	0.606000006		
17.29999924	0.606000006		
17.39999962	0.603999972		
17.39999962	0.603999972		
17.5	0.601000011		
17.60000038	0.595499992		
17.60000038	0.595499992		
17.70000076	0.588		
17.79999924	0.58099997		
17.79999924	0.58099997		
17.89999962	0.573000014		
18	0.563499987		
18	0.563499987		
18.10000038	0.552999973		
18.10000038	0.552999973		
18.20000076	0.546000004		
18.29999924	0.540499985		
18.29999924	0.540499985		
18.39999962	0.536000013		
18.5	0.529500008		
18.5	0.529500008		
18.60000038	0.523499966		
18.60000038	0.523499966		
18.70000076	0.51700002		
18.79999924	0.51700002		
18.79999924	0.51700002		
18.89999962	0.513999999		
19	0.504999995		
19	0.504999995		
19.10000038	0.495000005		
19.20000076	0.489000022		
19.20000076	0.489000022		
19.29999924	0.478999972		
19.29999924	0.478999972		
19.39999962	0.476000011		
19.5	0.471499979		
19.5	0.471499979		
19.60000038	0.465999991		
19.70000076	0.463		
19.70000076	0.463		
19.79999924	0.458999991		
19.79999924	0.458999991		
19.89999962	0.458000004		
20	0.456		
20	0.456		
20.10000038	0.453999996		
20.20000076	0.453000009		
20.20000076	0.453000009		
20.29999924	0.451000005		
20.39999962	0.449000001		
20.39999962	0.449000001		
20.5	0.444999993		
20.5	0.444999993		
20.60000038	0.442999989		
20.70000076	0.442999989		
20.70000076	0.442999989		
20.79999924	0.441000015		
20.89999962	0.43900001		
20.89999962	0.43900001		
21	0.43900001		
21.10000038	0.438499987		
21.10000038	0.438499987		
21.20000076	0.43599999		
21.20000076	0.43599999		
21.29999924	0.433999985		
21.39999962	0.432000011		
21.39999962	0.432000011		
21.5	0.430999994		
21.60000038	0.430000007		
21.60000038	0.430000007		
21.70000076	0.425000012		
21.70000076	0.425000012		
21.79999924	0.421999991		
21.89999962	0.420000017		
21.89999962	0.420000017		
22	0.419		
22.10000038	0.419		
22.10000038	0.419		
22.20000076	0.419		
22.29999924	0.417999983		
22.29999924	0.417999983		
22.39999962	0.416000009		
22.39999962	0.416000009		
22.5	0.416000009		
22.60000038	0.414000005		
22.60000038	0.414000005		
22.70000076	0.409000009		
22.79999924	0.404500008		
22.79999924	0.404500008		
22.89999962	0.40200001		
23	0.398000002		
23	0.398000002		
23.10000038	0.39199999		
23.10000038	0.39199999		
23.20000076	0.388999999		
23.29999924	0.385999978		
23.29999924	0.385999978		
23.39999962	0.38499999		
23.5	0.384000003		
23.5	0.384000003		
23.60000038	0.379999995		
23.60000038	0.379999995		
23.70000076	0.372000009		
23.79999924	0.368499994		
23.79999924	0.368499994		
23.89999962	0.363000005		
24	0.35800001		
24	0.35800001		
24.10000038	0.354999989		
24.20000076	0.349999994		
24.20000076	0.349999994		
24.29999924	0.34799996		
24.29999924	0.34799996		
24.39999962	0.34799996		
24.5	0.342999995		
24.5	0.342999995		
24.60000038	0.340999991		
24.70000076	0.340999991		
24.70000076	0.340999991		
24.79999924	0.340999991		
24.89999962	0.338999987		
24.89999962	0.338999987		
25	0.335999995		
25	0.335999995		
25.10000038	0.333999991		
25.20000076	0.331		
25.20000076	0.331		
25.29999924	0.331		
25.39999962	0.328500003		
25.39999962	0.328500003		
25.5	0.322000027		
25.5	0.322000027		
25.60000038	0.317999989		
25.70000076	0.317999989		
25.70000076	0.317999989		
25.79999924	0.317999989		
25.89999962	0.317999989		
25.89999962	0.317999989		
26	0.317999989		
26.10000038	0.317999989		
26.10000038	0.317999989		
26.20000076	0.317999989		
26.20000076	0.317999989		
26.29999924	0.317999989		
26.39999962	0.317999989		
26.39999962	0.317999989		
26.5	0.317999989		
26.60000038	0.316000015		
26.60000038	0.316000015		
26.70000076	0.315754741		
26.79999924	0.315754741		
26.79999924	0.315754741		
26.89999962	0.315754741		
26.89999962	0.315754741		
27	0.315754741		
27.10000038	0.315754741		
27.10000038	0.315754741		
27.20000076	0.315754741		
27.29999924	0.315754741		
27.29999924	0.315754741		
27.39999962	0.315754741		
27.5	0.315754741		
27.5	0.315754741		
27.60000038	0.315754741		
27.60000038	0.315754741		
27.70000076	0.315754741		
27.79999924	0.315754741		
27.79999924	0.315754741		
27.89999962	0.315754741		
28	0.315754741		
28	0.315754741		
28.10000038	0.315754741		
28.10000038	0.315754741		
28.20000076	0.315754741		
28.29999924	0.315754741		
28.29999924	0.315754741		
28.39999962	0.315754741		
28.5	0.315754741		
28.5	0.315754741		
28.60000038	0.315754741		
28.70000076	0.315754741		
28.70000076	0.315754741		
28.79999924	0.315754741		
28.79999924	0.315754741		
28.89999962	0.315754741		
29	0.315754741		
29	0.315754741		
29.10000038	0.315754741		
29.20000076	0.315754741		
29.20000076	0.315754741		
29.29999924	0.315754741		
29.39999962	0.315754741		
29.39999962	0.315754741		
29.5	0.315754741		
29.5	0.315754741		
29.60000038	0.315754741		
29.70000076	0.315754741		
29.70000076	0.315754741		
29.79999924	0.315754741		
29.89999962	0.315754741		
29.89999962	0.315754741		
30	0.315754741		
